, id,tweet,subtask_b
12683,32697,@USER @USER He is virtue signaling playing with young minds. He also thinks he can weaponise it in an attempt to stop Brexit. @USER  is a disgraceful vile man to be honest he doesn't care who or what he uses to get what he wants.,TIN
12685,12136,@USER As he should. The world doesn't stop because you liberals wanna hijack a process and delay at all costs.,TIN
12690,65267,.@USER molested me 35 yrs ago when I was 11yrs Old. I didn't want to say it till now. She should Thrown in jail. According to #Liberals &amp; #MeToo you have to accept my allegations blindly. There I said it #ConfirmJudgeKavanaughNow #SenatorFeinstein #DemocratsHateAmerica URL,TIN
12691,61457,@USER This is just disgusting. But it sounds like you are absolutely right. I do think that even liberals are starting to realize this is all a political game.,UNT
12703,21177,@USER  Money better spent on American Mental Health or gun control Sandy hook Vegas Concert Theater Shooting Church in Sunny Springs,TIN
12706,73648,@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit? There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own way into the fucking sea the better.,TIN
12707,68791,@USER @USER Fuuckkkk youuuuu,TIN
12709,91187,@USER @USER chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you don’t fucking get it.,TIN
12713,83283,@USER The democrat years in power. We remember those women well. Too bad liberals are hypocrites of the worst kind.,TIN
12716,95345,@USER How paranoid has one person to be to think that fucking yale is a kind of antifa HQ,TIN
12717,75870,@USER I was on some shit last night,UNT
12720,90412,@USER 2A and putting an end to these Antifa fuckwits. Pardon the language,TIN
12721,24188,@USER @USER Show me a GOP/Trump supporter mass shooter.  You have a problem with me drawing and taking out a active shooter?  When I was growing up in SSF you could open carry.  Then the black panthers freaked out your elder liberals at the time and they took that away from us.,TIN
12726,16776,@USER Are #conservatives in #Kansas joining in on claiming Christine Blasey Ford is making false accusations while supporting @USER at the same time?  Cus that level of stupidity is the hallmark of the @USER,TIN
12731,24163,@USER @USER @USER @USER @USER @USER Unicorns and Antifa and rainbows and socialists and puffy hearts and feminazis and sunshine and pussy hats. And most of all RESIST! 😂🤣😂,TIN
12733,16452,@USER I love only one (1) bitch (you) URL,TIN
12734,68655,@USER @USER So how do propose a ward deal with this? Put the gay/lesbian youth with the opposite gender? Or segregate them from the other kids entirely (awful idea). I’m just going to assume @USER has more experience and knows what he is talking about here.,TIN
12736,47662,@USER Guess he forgot to walk the liberal plank!,TIN
12737,78604,@USER @USER  was spreading #FakeNews about @USER FYI. #MAGA,TIN
12741,20456,@USER The Liberals took over @USER 🙁,TIN
12743,78758,@USER @USER I hate 7 year old faggot Logan fans like you,TIN
12748,65370,@USER @USER @USER @USER Another village missing its idiot!!! 🙄,TIN
12751,46437,@USER They are false. This is what the democRATs do best. #ConfirmKavanaugh #MAGA #DrainTheDeepState,TIN
12752,87955,"@USER @USER Right. shoot the messenger."" Don't go after the homosexual rot in the clergy, Bergoglio, go after the man - Archbishop Vigano - who EXPOSED the homosexual rot in the clergy. Satan must be having a REALLY good laugh over that one.""",TIN
12753,72873,19 professors and students murdered in Connecticut with .223 Bushmaster XM15-E2S rifle. The NRA blames gun control laws.,TIN
12757,72323,@USER @USER @USER he is fake lol,TIN
12764,64838,@USER @USER @USER You’re the embarrassment who should be kicked out of the @USER,TIN
12765,37089,@USER And I you ya sexy lady you ♡,TIN
12767,80158,@USER Me and bronbron are cool now. It's ok if he eat ass #lakergang,TIN
12774,20776,@USER @USER You do know what the chant Puto means don't you? Fined three times means its not acceptable both are being bullies. One was done by one player the other done by the culture of a country.,TIN
12777,53020,@USER @USER this is all just another fraud put out by the democrats.this woman is lying to help her party.Nothing but a liberal nutjob who would say anything to try and keep the conservatives from having the majority on the SCOTUS.,TIN
12778,11104,@USER @USER @USER @USER DaveB the most boring man to have ever graced SIMB. Thank fuck he was run off the BORED,TIN
12779,51041,@USER Did you see what she said about Travis on Ellen?? That’s one hating ass bitch 😭,TIN
12780,80671,@USER Any day you free I’m dead ass serious an don’t call me talking about come get him cause imma block yo ass,TIN
12785,78456,@USER @USER That is the same old crap spewed by the liberals (MSM). They are disgusting!,TIN
12790,22837,@USER im fucking sad also this gif is art,TIN
12792,59567,@USER @USER They thought she would win so they could implement the last part of their plan to use the guillotines from China and blades from Mexico. #MAGA  #LockThemAllUp  #confirmkavanaugh #WWG1WGA  #PatriotsUnited  #GodBlessAmerica  #GodBlessTheWorld  #GodBlessOurMilitary  #100thMonkey,TIN
12793,44879,@USER Go away you are irrelevant,TIN
12796,57819,@USER Didn't me too woman molest a young boy. And the next day they were forgiving her. Hypocrisy thrives in celebrity circles.,TIN
12798,42300,@USER He is such a piece of shit,TIN
12802,18574,@USER Seriously??.... Guess comedy is easier to get viral.... Have you tried drawing shit? XD,UNT
12803,10980,@USER That stage was such a pain in the ass for terrorist hunt I loved it,UNT
12805,91935,@USER Not sure. Just woke up wanting to fuck some chuds up  Might be the antifa super soldier serum or something idk,TIN
12808,33734,@USER I really hope you don’t block me until after next Monday. I want to see this page’s reaction when Kavanaugh gets confirmed to the Supreme Court. That gun control is effectively dead.,TIN
12809,78573,@USER @USER Why do you have to bring race into this the real racist are Democrats and liberals like you.,TIN
12811,55009,@USER that's unepic,TIN
12813,99396,@USER @USER @USER Stop lying liberals. He said that is absolutely nuts,TIN
12816,33003,@USER @USER She either testifies or shuts up.She is either a fraud or a false memory person.When you have been raped you never forget it ever.,TIN
12819,45686,Snowflake @USER - whine whine whine #MAGA  baby URL,TIN
12820,99667,@USER @USER Mueller was told he either would co-operate or go to prison for life or be executed...it is all coming out. #MAGA #DrainTheDeepState #ConfirmKavanaugh #TraitorsAll,TIN
12827,61507,@USER @USER @USER @USER @USER She is a disgusting Coont!,UNT
12829,24462,@USER That’s really insulting because there are a lot of Latinos like me and there are a lot black conservatives who believe in God. We are not crackheads nor are we uneducated. These celebrities are garbage who know only how to read from a script that’s all.,TIN
12831,61901,@USER @USER @USER @USER @USER Amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguided--often in same segments.,TIN
12833,41145,"America..!!  #WalkAway Get out and VOTE or live in POVERTY and SERVITUDE...!!"" #MAGA  #WWG1WGA URL",UNT
12834,97783,@USER @USER achichincle lamebotas!,TIN
12838,68548,@USER @USER Espn is a joke. She is an entitled bully who can't handle losing.,TIN
12841,59861,@USER I thought the left hated guns? And gun violence? Gun control right?,TIN
12844,14657,@USER Fuckin great brother. I just laughed like a little girl. “Grab your balls” stay in the trade,TIN
12851,96366,@USER She is a liar,TIN
12855,67511,@USER @USER @USER @USER @USER It's already legalized killing of babies and liberals are afraid of Trumps supreme court picks taking it away.,TIN
12856,65402,@USER @USER @USER Look Ellen.... I am not a socialist commie... you are the one for government Universal Health Care bigger government gun control and free colleges. I am American I'm for capitalism,TIN
12858,49433,@USER I simply disagree Flotus. He or she is exposing the egregious behavior of your husband which no one else will. Potus’s actions are hurting this country. Words matter and style matters. Truth matters.,TIN
12859,12840,#KKK &amp; Gun Control are traditions of @USER   Dems started the #KKK because they hated blacks  Then they started gun control to stop the @USER from arming the Klan's victims  #2A #Gunsense is gun ownership! #WhateverItTakes to inform liberals of the truth! URL,TIN
12860,92674,@USER @USER I don't see that as racist though all I see is an undeserving overbearing crybaby throwing a Tantrum like only Serena Williams can pull off. Maybe she's the racist if that's all she sees.,TIN
12862,56430,@USER You are becoming the court jester of the senate,TIN
12864,82767,@USER bakkt is doing what an ETF would have done... they are just not calling it an etf. FUKEN CUUUUUKS,TIN
12865,13316,"@USER @USER Communists: Liberals get the bullet, too.""  Me: ""Wow f*ck you!""  Communists: ""You are excluding instead of unifying.""""",TIN
12868,44573,@USER everyone's ragging your ass on Puerto rico Don. The mayor put a stop to the work being done out there a while back.,TIN
12870,26357,"@USER BBC stop with your blatant and biassed backing of the Conservatives. Theresa May didn't hit back she was out on her feet and her responses were scripted, robotic to say the least. She is the worst"" leader along with the worst government the country has ever had.""",TIN
12874,97258,@USER @USER Still a lot of religious conservatives but hopefully Beto is getting a bunch of unlikely voters that the polls don't capture.,TIN
12876,32754,"@USER Yep. And lots of people think antifa = violent"" and don't understand the context in which they operate and what they're opposing. Like the biggest thing was over a year ago at Unite the Right, where a white supremacist killed someone and several other people were attacked.""",TIN
12877,66452,@USER She is awful!,TIN
12884,25385,@USER @USER @USER Yep. I was at Yale law school as well..  He also mentioned at one point that he could pee his name in the snow and that groping someone against their will while holding them down and choking them was “boys being boys”. NBD. #MoronsAreGoverningAmerica #MAGA #Kavanaugh,TIN
