text,label,roberta_results,btweet_results,bert_results,distil_results,rlarge_results,ensemble
push niggah seat trying squish shit,1,1,1,1,1,1,1
<user> remember liberals called snowflakes conservatives sads hollywood award show,0,1,0,0,0,0,0
say classy sadity say bitch tease,1,1,1,1,1,1,1
<user> <user> mean way hillary victimized bills accusers,0,0,0,0,0,0,0
30 years judge 6 extensive backgrounds peep link trump boom conservatives rape liberals url,0,1,0,0,0,1,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> killing number finishing time parole done,0,1,0,0,0,0,0
<user> happy belated birthday sexy man <emoji : grimacing_face>,0,0,0,0,0,1,0
<user> fucking cares home armed cop invaded home killed guilty end story,1,1,1,1,1,1,1
<user> liberals lies,1,1,1,1,1,1,1
rt <user> <user> right marry hoes rent em,1,1,1,1,1,1,1
<user> look racist white liberals freaking said tom arnold white privileged,1,1,1,1,1,1,1
<user> next liberals calling us calling guilty,0,0,0,0,0,0,0
throwing fire crackers cars shit funny fuck 128514 128514 128514,1,1,1,1,1,1,1
<user> <user> cube shown past control investors board run show super cheap,1,0,0,0,1,0,0
lickin toes basic bitch fuck basic bitch,1,1,1,1,1,1,1
<user> property owner son could well insert feared group name paranoia atomisation,0,0,0,0,0,0,0
<user> people actually watch emmys low intellect liberals crackheads,0,1,1,0,0,0,0
rt <user> rt nigga bitch 8220 <user> never date female another niggah name lol wtf 8221,1,1,1,1,1,1,1
lol cunt liar hope drop dead k,1,1,1,1,1,1,1
rssreachesout called liberals exposed want talk terror state boycott rss covention,0,1,0,0,0,0,0
<user> 100 ballin,0,0,0,0,0,0,0
<user> wittle feelwings probably hurt cause knows everything said trump bo era true,0,0,0,0,0,0,0
<user> <user> <user> bitch shut fuck follow u say nigga,1,1,1,1,1,1,1
<user> <user> well start banishing acct promoting url fb gave <user> brandon 30 day z jail time sure tomorrow apple jacks let see many conservatives amp walkawaymarch er shut poof fb begone,1,1,0,1,0,1,1
<user> conservatives vote fed stupidity,1,1,1,1,1,1,1
rt <user> cruising street 64 jockin bitches slappin hoes,1,1,1,1,1,1,1
rt <user> jammer said thought mustard beat ho saying abdullah beat whole time loooooool,1,1,1,1,1,1,1
<user> <user> love mental attitude things straight stuff,0,0,0,0,0,0,0
<user> gun control mgk diss url via <user> fucking new em let shit slide playin wit da kid <user>,1,1,1,1,1,1,1
<user> another low life coming wood work,0,0,0,0,0,0,0
<user> <user> words words monday different day,0,0,0,0,0,0,0
<user> proud president trump maga trump 2020 url,0,0,0,0,0,0,0
great rt <user> loser amp coward <user> grabbed iphone threw street pussy <url>,1,1,1,1,1,1,1
rt <user> bad bitch htown keep trill ya know ya fuck aroundddd,1,1,1,1,1,1,1
<user> cute,0,0,0,0,0,0,0
rt <user> detroit niggas listen dbco fuck niggas bitches trying hold money 8230,1,1,1,1,1,1,1
omg rt <user> nothing life made softer fuck nigger dick,1,1,1,1,1,1,1
<user> hi <user> know kavenaugh liberals 30 years one wants mention big send tree away many followers could stir kick back might make difference principal rock solid please retweet,0,0,0,0,0,0,0
<user> stockboy u talk u tweet lies childish shit obama youre unqualified appeal dumb rednecks,1,1,1,1,1,1,1
bitches really knew,1,1,1,1,1,1,1
<user> trump giving power back people liberals authoritarian trump giving power back states liberals authoritarian dems want control every aspect life liberals exactly need,0,1,0,0,0,0,0
bitches,1,1,1,1,1,1,1
bitch tha tha,1,1,1,1,1,1,1
leaving hope hoes,1,1,1,1,1,1,1
<user> surprise texans hate liberals w soros backing,1,1,1,1,0,0,1
8220 <user> kidding right <url> smack hoe,1,1,1,1,1,1,1
rt <user> people love try confront yes bitch said 128524,1,1,1,1,1,1,1
<user> <user> <user> violent liberals antifa kkk hoods beating strangers know nothing exactly comes mind dems say care anything either care human life people beat black conservatives friend attacked,0,1,1,1,1,1,1
<user> one shows progressive stand watch dislikes right left evenly know right start never seen show check youtube insightful <emoji : red_heart> <emoji : united_states> maga,0,0,0,0,0,0,0
hoes hilarious days 128514 128514,1,1,1,1,1,1,1
got ta wait till march dlc comes <emoji : man_facepalming_medium-dark_skin_tone>,0,0,0,0,0,0,0
<user> give 1m 5 years hang married,0,0,0,0,0,0,0
128514 128514 128514 bitch lrt,1,1,1,1,1,1,1
<user> announced ready represent philippines <user> fashion show 2018 url entertainmentnews,0,0,0,0,0,0,0
<user> <user> <user> believe say,0,0,0,0,0,0,0
rt <user> rt <user> leave bitching bitches,1,1,1,1,1,1,1
<user> literally sam quitting smoking mid competition obviously mood swings fantastic human portraying shit portraying jc cute little dude groped tyler sleep shame,1,1,1,1,1,1,1
everybody gettin sick feel like supa man dis bitch,1,1,1,1,1,1,1
<user> <user> <user> good christian husbands attackers misguided,0,0,1,1,0,1,1
naughty mature av model sweet pussy spread huge 160 dick <url>,1,1,1,1,1,1,1
<user> get women like come forward men like finally come forward men like either slut shame call liars men like shy lot victims remain silent,1,1,1,1,1,1,1
<user> miss ya fucker send txt every like ya used ill ya twat p,1,1,1,1,1,1,1
<user> criminals running scared,0,0,1,1,0,1,1
<user> yeah right pussy,1,1,1,1,1,1,1
<user> yea shitty mood rain making better,0,1,0,1,0,1,1
give rest rice eater maga url,0,0,0,0,0,0,0
wednesdaymotivation teach type governments anyone runs public office liberal wants give illusion democracy keep power hidden conservatives enjoy representative government like take control,0,0,0,0,0,0,0
<user> poor b desperate attention tries take mac miller put back sarcasm totally flopped b stick grieving silently allow families lost loved ones grieve without taking away,0,1,0,0,0,1,0
<user> <user> <user> must like antifa style guy know decent moral man looks like,0,0,0,0,0,0,0
<user> sharper retirement,0,0,0,0,0,0,0
<user> bet first ones calls robbed police <emoji : enraged_face> <emoji : double_exclamation_mark> people freaking stupid <emoji : face_with_rolling_eyes>,1,1,1,1,1,1,1
<user> <user> <user> perpetuate colonialism going talk puertorico must puerto ricans panel jeezuz fucking christ difficult diásporaenresistencia url,0,1,1,1,1,1,1
<user> <user> love knees used andy vanderbilt stop hater liar comes conservatives,0,1,1,1,1,1,1
rt <user> rt u remember steve blue clues left us bitch ass nigga joe <url>,1,1,1,1,1,1,1
<user> tbh started recently thing like mineta whiny,0,0,1,0,0,0,0
<user> shit right <emoji : face_with_tears_of_joy>,1,1,1,1,1,1,1
<user> <user> really thuggin wtf look like hanging around lil chipotle jamba juice ass bitches 8221 like 128686 128686 128557 128514 128557 128514,1,1,1,1,1,1,1
<user> <user> conservatives want pm submit friends wh kremlin trudeau stand ground stand canada,0,0,0,0,0,0,0
<user> gun control people say gun zone people smh,0,0,0,0,0,0,0
<user> moochelle amp obama meh,0,0,0,0,0,0,0
<user> least know called princess toadstool,1,0,0,0,0,0,0
<user> liberals like url,1,0,0,0,0,0,0
bought <user> new release pussies whining stfu turnthatshituplouder godsmack,1,1,1,1,1,1,1
<user> <user> good,0,0,0,0,0,0,0
lol brothers said pussy ass niga well words wizdom second dat lmaoo leave u hurt,1,1,1,1,1,1,1
rt <user> someone show hailie tweet 128514 128514 bitch blocked 128548 128514 128514 128514 <url>,1,1,1,1,1,1,1
<user> beto clown supports kneeling nfl thugs,1,1,1,1,1,1,1
swear heard bitch creak,1,1,1,1,1,1,1
<user> wake black americans maga kavanaugh votered trump trump2020 walkaway kag trumptrain 1a sundaythoughts hurricaneflorence hurricaneflorence2018 bolsonaroeleito1ºlugar bolsonaropresidente bb blackout bluewave blm blackexcellence url,1,0,0,0,0,1,0
<user> <user> hey great see people shaking hands hugging president trump hands meals people foxnews cnn theview maga abcnews cbsnews,0,0,0,0,0,0,0
<user> companies hire illegals commit crimes sb required cover legal fees fined malfeasance hiring first place never solve problem strict laws passed,0,1,0,0,0,0,0
<user> yeap politically lame duck already dead politically,1,0,1,1,0,1,1
<user> believe one step worse according experts sociopath malignant narcissist,1,1,1,1,1,1,1
<user> <user> guess settled gag inducing spokesperson commercialized conservatives,0,0,0,0,0,0,0
<user> burt reynolds man man none like ever,0,0,0,0,0,0,0
<user> anti abortion sanctity life subjugation women life paradox point would exist gun control would pursued,0,0,0,0,0,1,0
rt <user> niggas trippin shoes clubs tf u wear hoes nigga shoes club shoes,1,1,1,1,1,1,1
<user> thought mingling ever since decided attack opinion gun control brett kavanaugh asked conversation would worth time effort far done prove worth effort <emoji : winking_face> nice day,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> lol arguing againstbthe system want arguing favor system describe like arguing principles anarchy constantly saying oh yeah well hillary corrupt politician irrelevant factual irrelevant,0,1,0,1,0,0,0
<user> nope called shazam,0,0,0,0,0,0,0
<user> <user> learning english conservatives,0,0,0,0,0,0,0
<user> <user> ford conservatives hates displays democratic freedoms hence attacks canadian charter rights freedoms hate minorities constitutional rights conservativesattackondemocracy canada thecpcisapoliticalhategroup,0,0,1,0,0,0,0
pats tears gosh dammit sniffs sighs baby sniffs deserve <emoji : broken_heart> <emoji : loudly_crying_face> precious url,1,0,0,1,0,1,0
<user> <user> <user> <user> <user> indeed ewu trade words anumanu,1,0,0,0,0,1,0
<user> tried remember joke lobe conservatives like inept,1,1,1,0,0,1,1
<user> needs warm beer back college,0,0,0,0,0,0,0
bitch ass niggas,1,1,1,1,1,1,1
<user> <user> gun control people believe legal owners following current laws fools making citizens usa defenseless,1,1,1,1,1,1,1
<user> <user> repeatedly announcing previous measures funding come effect future date serve help housebuilders make profit going solve housing crisis created labour made worse <user>,0,0,0,0,0,0,0
<user> <user> <user> <user> families separated border fact picture children cages liberals using show evil trump actually taken obama president,0,1,1,0,1,1,1
<user> <user> <user> talking big,0,0,0,0,0,0,0
<user> <user> <user> japan pm common sense amp foresight pander muslims like may tory political suicide g e 2020 <emoji : grinning_face_with_smiling_eyes> url <user> ex tory,1,1,1,0,1,1,1
awkward moment hold door someone use door next like bitch better back fuck,1,1,1,1,1,1,1
<user> <user> ceo atmos research amp consulting profits spreading gloom amp telling cities combat climate change snake oil salesmen cheaper taxpayers url,0,0,0,0,0,0,0
<user> even london <user> like conservatives,0,0,0,0,0,0,0
<user> helping mate <url> love scally play fuck yeah,1,1,1,1,1,1,1
<user> either lookin shit somebody else creeps <emoji : face_with_tears_of_joy>,1,1,1,1,1,1,1
rt <user> remember phone sex white bitch said pussy tasted like salt vinegar chips tal 8230,1,1,1,1,1,1,1
refuse rt <user> damn bitches always talking shit draya,1,1,1,1,1,1,1
<user> <user> <user> think sociopath think knows knows lying,0,1,1,1,1,0,1
see bitches ruin sports kobe play damn football either looking mentioned stupidity ya momma hoe,1,1,1,1,1,1,1
<user> inspiration fierce healthyliving,0,0,0,0,0,0,0
<user> <user> <user> az would put money sex underage kids,1,1,1,1,1,1,1
<user> hope stays safe brave soul coast nc staying put scared leave without hubs stay man prison works,0,0,0,0,0,0,0
<user> quit ya hating oyster lookin ass bitch,1,1,1,1,1,1,1
rt <user> problem retard liberals think supply amp demand means supply everything demand votingmatters,1,1,1,1,1,1,1
<user> made guys dumb shit,1,1,1,1,1,1,1
<user> yeah think saying addiction life long battle regardless relapsed josh keep demons bay every day,0,0,0,0,0,0,0
maga great thing hurricane florence hear bionic woman amazing memory talk party 3 million years ago url,0,0,0,0,0,0,0
get busy <emoji : rolling_on_the_floor_laughing> <emoji : rolling_on_the_floor_laughing> <emoji : rolling_on_the_floor_laughing> maga confirmkavanaugh demsdesperate url,0,0,0,0,0,0,0
<user> cant like legit watching ever move rehab,1,1,0,0,1,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> someone similar pm want talk jrm face face btw,0,0,0,0,0,0,0
<user> <user> <emoji : clapping_hands> <emoji : clapping_hands> <emoji : thumbs_up> <emoji : thumbs_up> <emoji : thumbs_up> exactly,0,0,0,0,0,0,0
<user> expect see lotta yetis wearing maga hats,0,0,0,0,0,0,0
<user> end gitmo,0,0,0,0,0,0,0
<user> fuck em,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> assure delusion god little g like,0,1,1,0,0,0,0
<user> <user> mmm hot,1,0,0,0,0,1,0
<user> dead really fox would call completely unrelated blm neccessary,1,1,0,0,1,1,1
<user> <user> amazing people see things different,0,0,0,0,0,0,0
<user> liberals responsible deterioration american society ashamed know,1,1,1,1,1,1,1
<user> chuck old play games going forward,0,0,0,0,0,0,0
searching incredible story 1 white man quest find ingredients necessary make caribbean jerked chicken redneck land,1,1,1,1,1,1,1
5 7 million taxpayer funds study justify sterilizing children gender confused url via <user> sterilize liberals,0,1,0,0,0,0,0
tories labour ge2017 conservatives conservatives url introducing new laws small businesses <emoji : check_mark> help uk 5 7m small businesses access finances easier <emoji : check_mark> provide 1bn long term boost economy url,0,0,0,0,0,0,0
<user> also wan na photography weekend bringing camera gear,0,0,0,0,0,0,0
<user> please start concerned wants go something planned idea movie scary avery felt like something wanted know remember top head,1,0,0,0,0,0,0
<user> kitty know love always minds <emoji : smiling_face_with_heart-eyes> <emoji : cat_face> <emoji : smiling_face_with_open_hands>,0,0,0,0,0,0,0
<user> time statement <user> support victor orban anti semitism,0,0,0,0,0,0,0
